,classif,odor,habitat,cap_colour
7131,Poisonous,Fishy,Woods,Red
7133,Etable,None,Leaves,Brown
7134,Etable,None,Grasses,Gray
7135,Etable,None,Leaves,Brown
7137,Poisonous,Fishy,Woods,Red
7138,Poisonous,Foul,Woods,Red
7139,Poisonous,Spicy,Woods,Brown
7141,Etable,None,Grasses,White
7143,Etable,None,Grasses,Gray
7144,Poisonous,Foul,Woods,Brown
7145,Poisonous,Foul,Leaves,Red
7147,Poisonous,Spicy,Woods,Brown
7148,Poisonous,Spicy,Leaves,Red
7149,Poisonous,Spicy,Leaves,Brown
7150,Poisonous,Foul,Paths,Red
7151,Poisonous,Foul,Leaves,Red
7152,Poisonous,Spicy,Woods,Red
7153,Etable,None,Grasses,Gray
7154,Poisonous,Fishy,Paths,Red
7157,Poisonous,Fishy,Paths,Brown
7158,Etable,None,Grasses,Gray
7160,Poisonous,Spicy,Woods,Red
7161,Poisonous,Spicy,Woods,Brown
7163,Poisonous,Fishy,Paths,Brown
7164,Poisonous,Fishy,Paths,Red
7165,Poisonous,Fishy,Woods,Red
7166,Poisonous,Musty,Woods,Brown
7167,Etable,None,Grasses,Gray
7168,Poisonous,Foul,Paths,Red
7169,Poisonous,Foul,Leaves,Brown
7170,Etable,None,Grasses,Gray
7171,Poisonous,Foul,Leaves,Brown
7172,Poisonous,Spicy,Leaves,Red
7174,Poisonous,Foul,Leaves,Brown
7175,Poisonous,Spicy,Leaves,Brown
7176,Etable,None,Leaves,Brown
7177,Poisonous,Foul,Leaves,Brown
7178,Poisonous,Foul,Woods,Brown
7180,Poisonous,Spicy,Paths,Brown
7181,Etable,None,Paths,Cinnamon
7183,Etable,None,Grasses,White
7184,Poisonous,Spicy,Paths,Red
7185,Etable,None,Grasses,Gray
7188,Etable,None,Leaves,Brown
7189,Poisonous,Fishy,Paths,Red
7190,Poisonous,Foul,Woods,Brown
7191,Poisonous,Fishy,Leaves,Red
7193,Poisonous,Spicy,Paths,Red
7194,Poisonous,Foul,Woods,Red
7196,Poisonous,Foul,Woods,Red
7198,Poisonous,Fishy,Paths,Brown
7200,Etable,None,Grasses,Gray
7201,Poisonous,Foul,Woods,Brown
7202,Etable,None,Grasses,White
7203,Poisonous,Fishy,Leaves,Red
7204,Etable,None,Grasses,Gray
7205,Etable,None,Leaves,Brown
7206,Poisonous,Foul,Paths,Red
7207,Poisonous,Foul,Leaves,Brown
7209,Poisonous,Fishy,Leaves,Brown
7210,Poisonous,Spicy,Leaves,Brown
7212,Poisonous,Foul,Paths,Red
7213,Poisonous,Foul,Leaves,Red
7215,Poisonous,Spicy,Paths,Red
7216,Poisonous,Spicy,Paths,Brown
7217,Etable,None,Grasses,Gray
7218,Poisonous,Foul,Paths,Brown
7219,Poisonous,Foul,Leaves,Red
7222,Etable,None,Grasses,Gray
7223,Poisonous,Spicy,Paths,Red
7224,Poisonous,Foul,Woods,Brown
7225,Poisonous,Spicy,Paths,Brown
7226,Etable,None,Grasses,Gray
7228,Etable,None,Leaves,Brown
7229,Etable,None,Grasses,White
7230,Poisonous,Musty,Woods,Red
7232,Poisonous,Fishy,Paths,Brown
7233,Etable,None,Leaves,Brown
7234,Etable,None,Grasses,Gray
7236,Etable,None,Grasses,Gray
7237,Poisonous,Foul,Leaves,Brown
7238,Poisonous,Fishy,Paths,Brown
7240,Poisonous,Fishy,Paths,Red
7241,Poisonous,Fishy,Paths,Red
7243,Poisonous,Spicy,Leaves,Brown
7245,Etable,None,Grasses,Gray
7246,Etable,None,Leaves,Brown
7247,Poisonous,Spicy,Leaves,Brown
7248,Poisonous,Spicy,Leaves,Red
7249,Poisonous,Fishy,Paths,Red
7250,Poisonous,Fishy,Leaves,Brown
7251,Etable,None,Leaves,Brown
7252,Poisonous,Fishy,Woods,Red
7253,Etable,None,Leaves,Brown
7254,Poisonous,Fishy,Woods,Brown
7255,Etable,None,Grasses,White
7256,Poisonous,Foul,Woods,Red
7257,Poisonous,Foul,Woods,Brown
7258,Etable,None,Grasses,Gray
7259,Poisonous,Fishy,Paths,Brown
7260,Etable,None,Grasses,Gray
7261,Poisonous,Foul,Paths,Brown
7262,Poisonous,Foul,Woods,Red
7264,Poisonous,Spicy,Leaves,Brown
7266,Etable,None,Grasses,Gray
7267,Poisonous,Fishy,Paths,Red
7269,Poisonous,Fishy,Leaves,Red
7270,Etable,None,Grasses,Gray
7271,Etable,None,Grasses,White
7272,Poisonous,Spicy,Woods,Red
7273,Etable,None,Grasses,Gray
7274,Poisonous,Foul,Woods,Brown
7275,Poisonous,Fishy,Leaves,Brown
7276,Etable,None,Grasses,White
7277,Poisonous,Fishy,Leaves,Red
7278,Etable,None,Grasses,White
7279,Poisonous,Fishy,Woods,Brown
7280,Etable,None,Grasses,White
7281,Etable,None,Leaves,Brown
7282,Poisonous,Spicy,Woods,Brown
7283,Poisonous,Foul,Paths,Red
7284,Etable,None,Grasses,White
7285,Poisonous,Musty,Woods,Red
7286,Poisonous,Fishy,Paths,Red
7287,Poisonous,Foul,Leaves,Brown
7288,Poisonous,Fishy,Paths,Brown
7289,Poisonous,Foul,Woods,Red
7292,Etable,None,Woods,Brown
7293,Etable,None,Grasses,Gray
7294,Poisonous,Fishy,Leaves,Red
7295,Poisonous,None,Leaves,Yellow
7296,Poisonous,Fishy,Paths,Red
7297,Poisonous,Spicy,Leaves,Red
7298,Poisonous,Spicy,Leaves,Red
7299,Etable,None,Leaves,Brown
7300,Etable,None,Paths,Gray
7301,Etable,None,Grasses,Gray
7302,Poisonous,Spicy,Paths,Red
7304,Poisonous,Spicy,Leaves,Red
7305,Etable,None,Grasses,White
7306,Etable,None,Leaves,Brown
7307,Poisonous,Fishy,Paths,Brown
7308,Poisonous,Foul,Woods,Red
7310,Poisonous,Fishy,Leaves,Red
7311,Etable,None,Grasses,White
7312,Poisonous,Fishy,Leaves,Red
7313,Poisonous,Spicy,Paths,Brown
7314,Etable,None,Grasses,Gray
7315,Etable,None,Grasses,White
7316,Poisonous,Foul,Woods,Brown
7317,Poisonous,Foul,Leaves,Brown
7318,Poisonous,Spicy,Woods,Red
7319,Etable,None,Grasses,White
7320,Poisonous,Foul,Paths,Brown
7321,Poisonous,Fishy,Woods,Red
7322,Poisonous,Foul,Leaves,Brown
7325,Etable,None,Leaves,Brown
7326,Poisonous,Foul,Woods,Red
7327,Etable,None,Leaves,Brown
7328,Etable,None,Grasses,White
7329,Etable,None,Grasses,Gray
7330,Poisonous,Spicy,Leaves,Red
7332,Poisonous,Foul,Paths,Red
7333,Poisonous,Fishy,Woods,Red
7334,Etable,None,Grasses,White
7335,Etable,None,Grasses,Gray
7336,Poisonous,Musty,Woods,Red
7337,Poisonous,Foul,Woods,Brown
7338,Poisonous,Foul,Paths,Brown
7339,Poisonous,Fishy,Woods,Red
7340,Poisonous,Spicy,Woods,Brown
7344,Etable,None,Grasses,White
7345,Poisonous,Fishy,Leaves,Brown
7346,Etable,None,Grasses,Gray
7347,Poisonous,Foul,Woods,Red
7348,Poisonous,Fishy,Leaves,Red
7349,Etable,None,Grasses,Gray
7350,Etable,None,Grasses,Gray
7351,Poisonous,Fishy,Leaves,Red
7352,Etable,None,Leaves,Brown
7353,Etable,None,Paths,Pink
7355,Poisonous,Spicy,Leaves,Brown
7356,Poisonous,Foul,Paths,Red
7357,Poisonous,Foul,Leaves,Red
7358,Etable,None,Grasses,Gray
7359,Etable,None,Grasses,White
7360,Etable,None,Paths,Cinnamon
7362,Poisonous,Fishy,Leaves,Red
7363,Poisonous,Fishy,Paths,Red
7364,Poisonous,Fishy,Paths,Brown
7365,Poisonous,Foul,Paths,Red
7366,Etable,None,Leaves,Brown
7367,Poisonous,None,Leaves,Yellow
7368,Poisonous,Musty,Woods,Cinnamon
7369,Poisonous,Fishy,Woods,Brown
7370,Etable,None,Paths,Pink
7371,Poisonous,Spicy,Paths,Brown
7373,Etable,None,Grasses,Gray
7375,Etable,None,Leaves,Brown
7377,Etable,None,Paths,Brown
7378,Etable,None,Grasses,Gray
7379,Poisonous,Fishy,Woods,Brown
7380,Poisonous,Foul,Woods,Brown
7381,Poisonous,Spicy,Leaves,Brown
7382,Poisonous,Fishy,Woods,Red
7385,Etable,None,Grasses,White
7386,Poisonous,Musty,Woods,Brown
7388,Etable,None,Leaves,Brown
7389,Poisonous,Foul,Paths,Red
7392,Poisonous,Spicy,Leaves,Brown
7393,Poisonous,Fishy,Paths,Brown
7394,Poisonous,Foul,Woods,Brown
7395,Poisonous,Foul,Paths,Red
7398,Etable,None,Grasses,Gray
7400,Etable,None,Grasses,White
7401,Poisonous,None,Leaves,Yellow
7402,Poisonous,Spicy,Paths,Brown
7403,Poisonous,Fishy,Leaves,Red
7404,Etable,None,Grasses,Gray
7405,Etable,None,Leaves,Brown
7407,Etable,None,Leaves,Brown
7409,Poisonous,Foul,Leaves,Red
7410,Poisonous,Fishy,Paths,Red
7412,Etable,None,Leaves,Brown
7413,Etable,None,Leaves,Brown
7414,Poisonous,Foul,Woods,Brown
7415,Etable,None,Paths,Gray
7416,Etable,None,Grasses,Gray
7417,Poisonous,Spicy,Leaves,Brown
7418,Etable,None,Grasses,Gray
7419,Poisonous,Foul,Paths,Brown
7420,Poisonous,Fishy,Woods,Red
7421,Poisonous,Spicy,Woods,Brown
7424,Poisonous,Foul,Paths,Red
7425,Etable,None,Leaves,Brown
7427,Poisonous,Fishy,Woods,Brown
7428,Poisonous,Fishy,Woods,Brown
7429,Poisonous,Spicy,Paths,Brown
7431,Poisonous,Spicy,Leaves,Red
7432,Etable,None,Leaves,Brown
7433,Poisonous,Spicy,Paths,Red
7434,Etable,None,Grasses,Gray
7435,Poisonous,Spicy,Leaves,Red
7436,Poisonous,Fishy,Leaves,Red
7437,Etable,None,Leaves,Brown
7440,Etable,None,Leaves,Brown
7441,Poisonous,Spicy,Paths,Red
7442,Poisonous,Spicy,Woods,Brown
7443,Etable,None,Paths,Brown
7448,Poisonous,Fishy,Leaves,Red
7449,Etable,None,Paths,Brown
7450,Etable,None,Grasses,Gray
7451,Poisonous,Foul,Paths,Brown
7452,Poisonous,Foul,Leaves,Red
7453,Poisonous,Foul,Woods,Brown
7454,Poisonous,Foul,Leaves,Brown
7456,Poisonous,Foul,Woods,Red
7458,Poisonous,Foul,Leaves,Brown
7460,Etable,None,Grasses,Gray
7461,Poisonous,Spicy,Paths,Brown
7462,Poisonous,Foul,Paths,Brown
7464,Poisonous,Spicy,Woods,Brown
7465,Poisonous,Spicy,Woods,Red
7466,Poisonous,Fishy,Leaves,Red
7467,Etable,None,Leaves,Brown
7468,Etable,None,Grasses,Gray
7469,Poisonous,Musty,Woods,Red
7472,Poisonous,Fishy,Woods,Red
7473,Poisonous,Foul,Woods,Brown
7474,Poisonous,Spicy,Leaves,Red
7475,Poisonous,Spicy,Woods,Red
7476,Poisonous,Fishy,Paths,Red
7477,Poisonous,Spicy,Woods,Red
7478,Poisonous,Fishy,Woods,Brown
7479,Etable,None,Grasses,Gray
7481,Etable,None,Paths,Brown
7482,Poisonous,Fishy,Paths,Brown
7483,Poisonous,None,Leaves,Yellow
7484,Poisonous,Spicy,Leaves,Brown
7485,Poisonous,Musty,Woods,Red
7486,Etable,None,Grasses,Gray
7487,Poisonous,Fishy,Woods,Brown
7488,Poisonous,Spicy,Leaves,Brown
7489,Poisonous,Fishy,Woods,Brown
7490,Etable,None,Leaves,Brown
7491,Poisonous,Spicy,Woods,Brown
7494,Poisonous,Spicy,Leaves,Red
7495,Poisonous,Spicy,Paths,Brown
7496,Poisonous,Spicy,Woods,Red
7497,Poisonous,Fishy,Paths,Brown
7498,Etable,None,Grasses,White
7499,Etable,None,Grasses,Gray
7500,Etable,None,Grasses,White
7503,Poisonous,Fishy,Paths,Red
7504,Poisonous,Foul,Woods,Red
7505,Poisonous,Fishy,Paths,Brown
7506,Poisonous,Foul,Leaves,Brown
7507,Poisonous,Fishy,Paths,Red
7508,Poisonous,Fishy,Woods,Brown
7509,Poisonous,Spicy,Woods,Red
7510,Etable,None,Leaves,Brown
7511,Poisonous,Spicy,Woods,Brown
7513,Etable,None,Grasses,Gray
7514,Etable,None,Grasses,White
7515,Poisonous,Spicy,Woods,Brown
7516,Etable,None,Leaves,Brown
7517,Poisonous,Spicy,Leaves,Brown
7518,Poisonous,Spicy,Leaves,Brown
7519,Poisonous,Spicy,Paths,Brown
7520,Poisonous,Spicy,Leaves,Red
7522,Etable,None,Leaves,Brown
7524,Etable,None,Grasses,White
7525,Poisonous,Fishy,Leaves,Brown
7527,Poisonous,Spicy,Woods,Brown
7528,Etable,None,Grasses,Gray
7529,Etable,None,Grasses,Gray
7530,Poisonous,Spicy,Woods,Brown
7531,Etable,None,Leaves,Brown
7532,Etable,None,Grasses,White
7533,Etable,None,Paths,Brown
7534,Etable,None,Grasses,Gray
7535,Etable,None,Grasses,White
7536,Poisonous,Musty,Woods,Cinnamon
7538,Poisonous,Fishy,Leaves,Red
7539,Poisonous,Spicy,Leaves,Red
7542,Etable,None,Grasses,Gray
7543,Etable,None,Leaves,Brown
7544,Poisonous,Foul,Paths,Brown
7545,Poisonous,Spicy,Paths,Red
7546,Poisonous,Spicy,Leaves,Red
7547,Etable,None,Leaves,Brown
7548,Etable,None,Paths,Pink
7549,Poisonous,Foul,Paths,Brown
7550,Etable,None,Grasses,White
7552,Etable,None,Grasses,White
7553,Poisonous,Spicy,Leaves,Brown
7555,Etable,None,Leaves,Brown
7556,Poisonous,Fishy,Leaves,Brown
7557,Poisonous,Foul,Woods,Red
7559,Etable,None,Grasses,White
7560,Etable,None,Grasses,Gray
7561,Etable,None,Leaves,Brown
7562,Poisonous,Fishy,Paths,Brown
7563,Poisonous,Fishy,Paths,Red
7565,Poisonous,Fishy,Woods,Red
7566,Etable,None,Grasses,Gray
7567,Poisonous,Spicy,Leaves,Brown
7568,Poisonous,Foul,Woods,Brown
7569,Poisonous,Spicy,Woods,Red
7570,Etable,None,Paths,Brown
7571,Poisonous,Fishy,Leaves,Red
7572,Poisonous,Fishy,Paths,Brown
7573,Etable,None,Grasses,Gray
7574,Poisonous,Spicy,Leaves,Brown
7575,Poisonous,Foul,Paths,Brown
7576,Etable,None,Grasses,Gray
7577,Poisonous,Foul,Leaves,Brown
7578,Poisonous,Fishy,Leaves,Red
7579,Poisonous,Spicy,Paths,Brown
7581,Etable,None,Grasses,White
7582,Poisonous,Fishy,Woods,Red
7583,Poisonous,Spicy,Woods,Red
7584,Etable,None,Grasses,White
7585,Etable,None,Grasses,Gray
7586,Etable,None,Grasses,Gray
7587,Poisonous,Spicy,Paths,Red
7588,Poisonous,Fishy,Paths,Brown
7589,Poisonous,Fishy,Woods,Red
7590,Etable,None,Grasses,White
7591,Poisonous,Foul,Woods,Red
7592,Poisonous,Spicy,Woods,Brown
7593,Etable,None,Grasses,White
7595,Poisonous,Foul,Leaves,Red
7596,Poisonous,Spicy,Woods,Brown
7597,Etable,None,Paths,Brown
7598,Poisonous,Foul,Paths,Brown
7599,Poisonous,Foul,Paths,Red
7602,Etable,None,Paths,Brown
7603,Poisonous,Foul,Paths,Red
7604,Etable,None,Grasses,Gray
7605,Poisonous,Spicy,Woods,Red
7606,Poisonous,Foul,Woods,Red
7607,Poisonous,Fishy,Leaves,Brown
7608,Poisonous,Fishy,Leaves,Brown
7609,Etable,None,Grasses,Gray
7613,Poisonous,Fishy,Paths,Red
7615,Etable,None,Grasses,Gray
7616,Poisonous,Fishy,Paths,Red
7617,Etable,None,Leaves,Brown
7618,Poisonous,Fishy,Paths,Brown
7621,Poisonous,Fishy,Leaves,Brown
7622,Etable,None,Grasses,Gray
7623,Etable,None,Grasses,White
7624,Poisonous,Fishy,Leaves,Brown
7625,Poisonous,Foul,Woods,Brown
7627,Etable,None,Leaves,Brown
7628,Poisonous,Spicy,Paths,Brown
7630,Etable,None,Leaves,Brown
7631,Etable,None,Grasses,White
7632,Etable,None,Grasses,White
7633,Poisonous,Fishy,Paths,Red
7634,Poisonous,Foul,Leaves,Red
7635,Poisonous,Musty,Woods,Red
7636,Etable,None,Leaves,Brown
7637,Poisonous,Foul,Woods,Brown
7638,Poisonous,Spicy,Woods,Brown
7639,Poisonous,Spicy,Woods,Red
7640,Etable,None,Grasses,White
7641,Etable,None,Grasses,Gray
7642,Etable,None,Grasses,Gray
7643,Etable,None,Grasses,Gray
7644,Etable,None,Grasses,White
7645,Poisonous,Spicy,Paths,Red
7646,Poisonous,Spicy,Leaves,Red
7647,Poisonous,Spicy,Leaves,Red
7648,Poisonous,Foul,Leaves,Brown
7649,Etable,None,Grasses,White
7650,Etable,None,Grasses,White
7651,Etable,None,Grasses,White
7652,Etable,None,Leaves,Brown
7654,Poisonous,Foul,Paths,Brown
7655,Poisonous,Fishy,Paths,Brown
7656,Poisonous,Fishy,Woods,Brown
7657,Poisonous,Foul,Leaves,Red
7659,Etable,None,Grasses,White
7661,Poisonous,Fishy,Woods,Brown
7662,Etable,None,Grasses,Gray
7663,Poisonous,Spicy,Woods,Brown
7664,Etable,None,Leaves,Brown
7665,Etable,None,Leaves,Brown
7666,Poisonous,Spicy,Paths,Red
7667,Poisonous,Spicy,Woods,Red
7668,Poisonous,Spicy,Paths,Brown
7669,Poisonous,Spicy,Paths,Red
7672,Poisonous,Foul,Woods,Brown
7673,Etable,None,Paths,Cinnamon
7674,Etable,None,Leaves,Brown
7681,Poisonous,Foul,Leaves,Red
7682,Etable,None,Grasses,White
7683,Poisonous,Foul,Leaves,Red
7684,Poisonous,Spicy,Woods,Red
7685,Etable,None,Grasses,White
7686,Poisonous,Foul,Woods,Red
7687,Poisonous,Spicy,Paths,Brown
7688,Etable,None,Leaves,Brown
7689,Etable,None,Leaves,Brown
7690,Poisonous,Fishy,Leaves,Red
7691,Poisonous,Spicy,Paths,Red
7692,Etable,None,Leaves,Brown
7693,Poisonous,Fishy,Woods,Brown
7694,Poisonous,Foul,Woods,Red
7696,Poisonous,Foul,Woods,Red
7697,Poisonous,Foul,Leaves,Red
7699,Etable,None,Leaves,Brown
7700,Poisonous,Spicy,Woods,Red
7701,Etable,None,Leaves,Brown
7702,Etable,None,Paths,Brown
7703,Poisonous,Fishy,Leaves,Red
7704,Etable,None,Paths,Gray
7705,Etable,None,Paths,Pink
7706,Poisonous,None,Leaves,Yellow
7707,Poisonous,Foul,Paths,Red
7708,Poisonous,Foul,Woods,Red
7709,Poisonous,Musty,Woods,Red
7710,Etable,None,Leaves,Brown
7711,Poisonous,Spicy,Leaves,Brown
7712,Etable,None,Grasses,White
7713,Poisonous,Foul,Leaves,Red
7715,Poisonous,Spicy,Leaves,Brown
7716,Etable,None,Leaves,Brown
7717,Etable,None,Woods,Brown
7718,Poisonous,Spicy,Woods,Brown
7719,Poisonous,Fishy,Paths,Brown
7721,Etable,None,Paths,Brown
7724,Etable,None,Grasses,White
7725,Etable,None,Grasses,White
7726,Poisonous,Fishy,Woods,Brown
7727,Poisonous,Musty,Woods,Brown
7728,Poisonous,Spicy,Paths,Red
7729,Etable,None,Leaves,Brown
7730,Poisonous,Foul,Paths,Red
7731,Poisonous,Spicy,Leaves,Red
7732,Poisonous,Fishy,Leaves,Brown
7733,Poisonous,Spicy,Woods,Red
7734,Poisonous,Foul,Leaves,Brown
7735,Poisonous,Foul,Woods,Red
7736,Etable,None,Grasses,Gray
7737,Etable,None,Leaves,Brown
7738,Poisonous,Spicy,Paths,Brown
7739,Poisonous,None,Leaves,Yellow
7741,Etable,None,Leaves,Brown
7742,Poisonous,Spicy,Paths,Brown
7743,Etable,None,Grasses,Gray
7745,Etable,None,Leaves,Brown
7746,Etable,None,Grasses,White
7747,Etable,None,Grasses,Gray
7750,Poisonous,Foul,Woods,Brown
7751,Poisonous,Spicy,Woods,Red
7752,Etable,None,Grasses,Gray
7753,Etable,None,Grasses,White
7755,Poisonous,Spicy,Woods,Brown
7756,Poisonous,Foul,Paths,Brown
7758,Poisonous,Spicy,Leaves,Red
7759,Etable,None,Leaves,Brown
7760,Poisonous,Spicy,Paths,Red
7762,Etable,None,Leaves,Brown
7764,Poisonous,Spicy,Paths,Red
7765,Etable,None,Leaves,Brown
7766,Poisonous,Foul,Woods,Brown
7768,Poisonous,Spicy,Paths,Red
7769,Etable,None,Grasses,White
7770,Poisonous,Foul,Woods,Brown
7771,Poisonous,Spicy,Woods,Red
7773,Poisonous,Fishy,Woods,Brown
7775,Poisonous,Foul,Leaves,Red
7776,Etable,None,Grasses,White
7777,Etable,None,Grasses,White
7778,Poisonous,Spicy,Paths,Brown
7779,Etable,None,Woods,Brown
7780,Poisonous,Fishy,Woods,Red
7781,Poisonous,Spicy,Leaves,Red
7782,Etable,None,Leaves,Brown
7785,Poisonous,Spicy,Leaves,Brown
7786,Poisonous,Foul,Paths,Brown
7787,Poisonous,Foul,Woods,Brown
7788,Etable,None,Leaves,Brown
7789,Poisonous,Fishy,Woods,Brown
7791,Etable,None,Leaves,Brown
7792,Poisonous,Spicy,Paths,Brown
7793,Poisonous,Fishy,Paths,Brown
7794,Poisonous,Spicy,Woods,Red
7795,Etable,None,Grasses,White
7796,Poisonous,Fishy,Leaves,Red
7797,Etable,None,Grasses,White
7798,Poisonous,Spicy,Woods,Red
7801,Poisonous,Musty,Woods,Cinnamon
7802,Poisonous,Spicy,Woods,Brown
7803,Etable,None,Grasses,Gray
7805,Poisonous,Musty,Woods,Brown
7806,Poisonous,Fishy,Leaves,Red
7807,Etable,None,Leaves,Brown
7808,Poisonous,Spicy,Paths,Brown
7811,Etable,None,Leaves,Brown
7812,Poisonous,Spicy,Leaves,Brown
7813,Etable,None,Leaves,Brown
7816,Poisonous,Fishy,Paths,Red
7817,Etable,None,Grasses,Gray
7818,Etable,None,Grasses,Gray
7819,Poisonous,Foul,Woods,Brown
7821,Poisonous,Foul,Paths,Red
7822,Poisonous,Foul,Paths,Brown
7823,Etable,None,Grasses,White
7824,Poisonous,Foul,Leaves,Red
7825,Etable,None,Leaves,Brown
7826,Poisonous,Spicy,Woods,Brown
7827,Poisonous,Spicy,Paths,Brown
7828,Etable,None,Leaves,Brown
7829,Etable,None,Leaves,Brown
7832,Poisonous,Fishy,Leaves,Red
7833,Etable,None,Leaves,Brown
7834,Etable,None,Leaves,Brown
7835,Poisonous,Fishy,Woods,Red
7836,Etable,None,Leaves,Brown
7838,Etable,None,Grasses,Gray
7839,Poisonous,Fishy,Woods,Brown
7840,Etable,None,Leaves,Brown
7841,Poisonous,Spicy,Leaves,Brown
7842,Etable,None,Grasses,Gray
7843,Etable,None,Grasses,Gray
7844,Etable,None,Leaves,Brown
7845,Etable,None,Leaves,Brown
7846,Poisonous,Fishy,Woods,Red
7847,Etable,None,Grasses,Gray
7849,Poisonous,Spicy,Woods,Red
7850,Poisonous,Foul,Paths,Brown
7851,Poisonous,Foul,Woods,Red
7852,Poisonous,Spicy,Leaves,Brown
7854,Etable,None,Grasses,White
7855,Poisonous,Spicy,Leaves,Brown
7856,Poisonous,Fishy,Paths,Red
7857,Poisonous,Spicy,Paths,Red
7858,Etable,None,Grasses,Gray
7859,Etable,None,Leaves,Brown
7860,Etable,None,Grasses,White
7861,Poisonous,Foul,Leaves,Brown
7862,Poisonous,Foul,Leaves,Brown
7864,Poisonous,Foul,Paths,Red
7865,Poisonous,Foul,Woods,Red
7867,Etable,None,Grasses,Gray
7868,Poisonous,Foul,Leaves,Red
7869,Poisonous,Foul,Leaves,Red
7870,Etable,None,Grasses,White
7871,Etable,None,Leaves,Brown
7872,Etable,None,Grasses,White
7873,Poisonous,Spicy,Woods,Red
7874,Poisonous,Foul,Paths,Brown
7875,Poisonous,Fishy,Leaves,Red
7878,Etable,None,Leaves,Brown
7879,Poisonous,Foul,Woods,Brown
7881,Poisonous,Foul,Leaves,Red
7882,Etable,None,Grasses,White
7883,Poisonous,Fishy,Woods,Red
7884,Poisonous,Fishy,Leaves,Brown
7885,Poisonous,Foul,Woods,Red
7886,Etable,None,Leaves,Brown
7887,Etable,None,Woods,Brown
7889,Poisonous,Spicy,Leaves,Red
7890,Etable,None,Grasses,White
7891,Poisonous,Spicy,Paths,Brown
7892,Poisonous,Fishy,Paths,Brown
7893,Etable,None,Leaves,Brown
7895,Etable,None,Grasses,Gray
7896,Poisonous,Fishy,Paths,Brown
7898,Etable,None,Paths,Gray
7899,Poisonous,Fishy,Woods,Red
7900,Etable,None,Grasses,White
7901,Poisonous,Spicy,Paths,Brown
7902,Poisonous,Fishy,Paths,Brown
7903,Poisonous,Foul,Paths,Red
7904,Etable,None,Grasses,Gray
7905,Etable,None,Leaves,Brown
7906,Poisonous,Foul,Paths,Red
7907,Etable,None,Grasses,White
7908,Poisonous,Foul,Leaves,Red
7910,Poisonous,Musty,Woods,Brown
7911,Etable,None,Leaves,Brown
7912,Etable,None,Grasses,Gray
7913,Etable,None,Leaves,Brown
7914,Poisonous,Foul,Woods,Red
7915,Etable,None,Leaves,Brown
7916,Etable,None,Grasses,Gray
7917,Poisonous,Foul,Paths,Brown
7919,Etable,None,Paths,Pink
7921,Etable,None,Grasses,Gray
7922,Etable,None,Leaves,Brown
7923,Poisonous,Foul,Woods,Brown
7925,Poisonous,Spicy,Paths,Red
7926,Poisonous,Spicy,Woods,Brown
7929,Etable,None,Grasses,White
7931,Etable,None,Paths,Brown
7932,Poisonous,Spicy,Paths,Red
7933,Etable,None,Grasses,Gray
7934,Poisonous,Foul,Woods,Red
7935,Poisonous,Fishy,Woods,Red
7937,Etable,None,Leaves,Brown
7939,Etable,None,Leaves,Brown
7940,Etable,None,Paths,Gray
7942,Poisonous,Fishy,Woods,Red
7943,Poisonous,Foul,Paths,Brown
7945,Etable,None,Leaves,Brown
7946,Etable,None,Paths,Cinnamon
7947,Poisonous,Spicy,Leaves,Red
7948,Poisonous,Fishy,Leaves,Brown
7949,Poisonous,Spicy,Leaves,Red
7950,Poisonous,Fishy,Woods,Brown
7951,Poisonous,Foul,Paths,Red
7952,Etable,None,Paths,Cinnamon
7953,Etable,None,Leaves,Brown
7954,Etable,None,Grasses,White
7955,Etable,None,Grasses,Gray
7956,Etable,None,Leaves,Brown
7957,Etable,None,Leaves,Brown
7958,Etable,None,Grasses,White
7961,Poisonous,Fishy,Paths,Brown
7963,Poisonous,Foul,Woods,Brown
7964,Etable,None,Leaves,Brown
7965,Etable,None,Paths,Brown
7968,Poisonous,Foul,Leaves,Brown
7969,Poisonous,Fishy,Paths,Red
7970,Etable,None,Leaves,Brown
7971,Etable,None,Leaves,Brown
7972,Etable,None,Grasses,White
7974,Etable,None,Grasses,White
7975,Etable,None,Grasses,White
7976,Etable,None,Grasses,White
7977,Etable,None,Leaves,Brown
7978,Poisonous,Spicy,Paths,Red
7979,Etable,None,Leaves,Brown
7981,Poisonous,Musty,Woods,Cinnamon
7983,Etable,None,Grasses,Gray
7984,Etable,None,Woods,Brown
7986,Etable,None,Paths,Brown
7987,Poisonous,Foul,Leaves,Brown
7989,Poisonous,Fishy,Paths,Brown
7990,Poisonous,Foul,Paths,Brown
7991,Etable,None,Grasses,Gray
7994,Etable,None,Leaves,Brown
7995,Poisonous,Fishy,Paths,Red
7996,Etable,None,Leaves,Brown
7997,Poisonous,Fishy,Leaves,Brown
7998,Poisonous,Spicy,Paths,Brown
8002,Etable,None,Grasses,White
8003,Etable,None,Leaves,Brown
8004,Poisonous,Foul,Paths,Brown
8006,Poisonous,Fishy,Paths,Red
8007,Poisonous,Foul,Woods,Red
8008,Poisonous,Foul,Paths,Red
8009,Etable,None,Leaves,Brown
8010,Etable,None,Leaves,Brown
8011,Etable,None,Leaves,Brown
8012,Poisonous,Spicy,Leaves,Brown
8014,Etable,None,Grasses,Gray
8015,Etable,None,Grasses,White
8017,Etable,None,Grasses,White
8018,Etable,None,Grasses,White
8019,Etable,None,Grasses,White
